cohort_month,acquisition_source,month_number,active_users,cohort_size,retention_percentage
2024-03-01,Facebook,21,3,91,3.3
2024-03-01,Facebook,22,1,91,1.1
2024-03-01,Facebook,24,3,91,3.3
2024-03-01,Facebook,25,2,91,2.2
2024-03-01,Facebook,26,2,91,2.2
2024-03-01,Organic,0,43,43,100.0
2024-03-01,Organic,1,1,43,2.33
2024-03-01,Organic,4,3,43,6.98
2024-03-01,Organic,6,1,43,2.33
2024-03-01,Organic,7,1,43,2.33
2024-03-01,Organic,8,1,43,2.33
2024-03-01,Organic,10,1,43,2.33
2024-03-01,Organic,11,1,43,2.33
2024-03-01,Organic,14,1,43,2.33
2024-03-01,Organic,16,1,43,2.33
2024-03-01,Organic,17,1,43,2.33
2024-03-01,Organic,18,2,43,4.65
2024-03-01,Organic,20,1,43,2.33
2024-03-01,Organic,21,1,43,2.33
2024-03-01,Organic,24,4,43,9.3
2024-03-01,Organic,26,1,43,2.33
2024-03-01,YouTube,0,85,85,100.0
2024-03-01,YouTube,1,4,85,4.71
2024-03-01,YouTube,3,1,85,1.18
2024-03-01,YouTube,4,2,85,2.35
2024-03-01,YouTube,5,2,85,2.35
2024-03-01,YouTube,6,4,85,4.71
2024-03-01,YouTube,7,1,85,1.18
2024-03-01,YouTube,9,1,85,1.18
2024-03-01,YouTube,10,2,85,2.35
2024-03-01,YouTube,13,1,85,1.18
2024-03-01,YouTube,14,2,85,2.35
2024-03-01,YouTube,15,1,85,1.18
2024-03-01,YouTube,17,1,85,1.18
2024-03-01,YouTube,19,3,85,3.53
2024-03-01,YouTube,20,3,85,3.53
2024-03-01,YouTube,21,1,85,1.18
2024-03-01,YouTube,22,5,85,5.88
2024-03-01,YouTube,23,2,85,2.35
2024-03-01,YouTube,24,1,85,1.18
2024-03-01,YouTube,26,1,85,1.18
2024-04-01,Adwords,0,316,316,100.0
2024-04-01,Adwords,1,8,316,2.53
2024-04-01,Adwords,2,6,316,1.9
2024-04-01,Adwords,3,7,316,2.22
2024-04-01,Adwords,4,6,316,1.9
2024-04-01,Adwords,5,3,316,0.95
2024-04-01,Adwords,6,4,316,1.27
2024-04-01,Adwords,7,6,316,1.9
2024-04-01,Adwords,8,11,316,3.48
2024-04-01,Adwords,9,2,316,0.63
2024-04-01,Adwords,10,2,316,0.63
2024-04-01,Adwords,11,6,316,1.9
2024-04-01,Adwords,12,5,316,1.58
2024-04-01,Adwords,13,4,316,1.27
2024-04-01,Adwords,14,6,316,1.9
2024-04-01,Adwords,15,4,316,1.27
2024-04-01,Adwords,16,3,316,0.95
2024-04-01,Adwords,17,2,316,0.63
2024-04-01,Adwords,18,5,316,1.58
2024-04-01,Adwords,19,7,316,2.22
2024-04-01,Adwords,20,8,316,2.53
2024-04-01,Adwords,21,4,316,1.27
2024-04-01,Adwords,22,6,316,1.9
2024-04-01,Adwords,23,5,316,1.58
2024-04-01,Adwords,24,7,316,2.22
2024-04-01,Adwords,25,4,316,1.27
2024-04-01,Email,0,426,426,100.0
2024-04-01,Email,1,11,426,2.58
2024-04-01,Email,2,9,426,2.11
2024-04-01,Email,3,8,426,1.88
2024-04-01,Email,4,3,426,0.7
2024-04-01,Email,5,4,426,0.94
2024-04-01,Email,6,7,426,1.64
2024-04-01,Email,7,6,426,1.41
2024-04-01,Email,8,4,426,0.94
2024-04-01,Email,9,4,426,0.94
2024-04-01,Email,10,5,426,1.17
2024-04-01,Email,11,9,426,2.11
2024-04-01,Email,12,10,426,2.35
2024-04-01,Email,13,12,426,2.82
2024-04-01,Email,14,8,426,1.88
2024-04-01,Email,15,7,426,1.64
2024-04-01,Email,16,7,426,1.64
2024-04-01,Email,17,4,426,0.94
2024-04-01,Email,18,8,426,1.88
2024-04-01,Email,19,6,426,1.41
2024-04-01,Email,20,9,426,2.11
2024-04-01,Email,21,9,426,2.11
2024-04-01,Email,22,7,426,1.64
2024-04-01,Email,23,4,426,0.94
2024-04-01,Email,24,4,426,0.94
2024-04-01,Email,25,10,426,2.35
2024-04-01,Facebook,0,91,91,100.0
2024-04-01,Facebook,1,1,91,1.1
2024-04-01,Facebook,2,3,91,3.3
2024-04-01,Facebook,3,3,91,3.3
2024-04-01,Facebook,4,1,91,1.1
2024-04-01,Facebook,5,1,91,1.1
2024-04-01,Facebook,6,2,91,2.2
2024-04-01,Facebook,7,3,91,3.3
2024-04-01,Facebook,8,1,91,1.1
2024-04-01,Facebook,10,1,91,1.1
2024-04-01,Facebook,11,1,91,1.1
2024-04-01,Facebook,12,3,91,3.3
2024-04-01,Facebook,13,4,91,4.4
2024-04-01,Facebook,14,3,91,3.3
2024-04-01,Facebook,15,2,91,2.2
2024-04-01,Facebook,16,1,91,1.1
2024-04-01,Facebook,17,2,91,2.2
2024-04-01,Facebook,19,1,91,1.1
2024-04-01,Facebook,20,3,91,3.3
2024-04-01,Facebook,21,1,91,1.1
2024-04-01,Facebook,22,1,91,1.1
2024-04-01,Facebook,24,1,91,1.1
2024-04-01,Facebook,25,2,91,2.2
2024-04-01,Organic,0,43,43,100.0
2024-04-01,Organic,1,1,43,2.33
2024-04-01,Organic,3,1,43,2.33
2024-04-01,Organic,4,1,43,2.33
2024-04-01,Organic,5,2,43,4.65
2024-04-01,Organic,16,1,43,2.33
2024-04-01,Organic,19,1,43,2.33
2024-04-01,Organic,21,1,43,2.33
2024-04-01,Organic,22,1,43,2.33
2024-04-01,Organic,24,2,43,4.65
2024-04-01,Organic,25,1,43,2.33
2024-04-01,YouTube,0,96,96,100.0
2024-04-01,YouTube,1,1,96,1.04
2024-04-01,YouTube,3,1,96,1.04
2024-04-01,YouTube,4,2,96,2.08
2024-04-01,YouTube,5,1,96,1.04
2024-04-01,YouTube,6,2,96,2.08
2024-04-01,YouTube,7,2,96,2.08
2024-04-01,YouTube,9,1,96,1.04
2024-04-01,YouTube,10,3,96,3.13
2024-04-01,YouTube,11,2,96,2.08
2024-04-01,YouTube,12,3,96,3.13
2024-04-01,YouTube,13,1,96,1.04
2024-04-01,YouTube,16,1,96,1.04
2024-04-01,YouTube,17,2,96,2.08
2024-04-01,YouTube,18,2,96,2.08
2024-04-01,YouTube,19,1,96,1.04
2024-04-01,YouTube,20,1,96,1.04
2024-04-01,YouTube,21,1,96,1.04
2024-04-01,YouTube,22,3,96,3.13
2024-04-01,YouTube,24,3,96,3.13
2024-05-01,Adwords,0,290,290,100.0
2024-05-01,Adwords,1,3,290,1.03
2024-05-01,Adwords,2,5,290,1.72
2024-05-01,Adwords,3,6,290,2.07
2024-05-01,Adwords,4,6,290,2.07
2024-05-01,Adwords,5,8,290,2.76
2024-05-01,Adwords,6,2,290,0.69
2024-05-01,Adwords,7,7,290,2.41
2024-05-01,Adwords,8,2,290,0.69
2024-05-01,Adwords,9,7,290,2.41
2024-05-01,Adwords,10,3,290,1.03
2024-05-01,Adwords,11,6,290,2.07
2024-05-01,Adwords,12,9,290,3.1
2024-05-01,Adwords,13,6,290,2.07
2024-05-01,Adwords,14,4,290,1.38
2024-05-01,Adwords,15,7,290,2.41
2024-05-01,Adwords,16,5,290,1.72
2024-05-01,Adwords,17,3,290,1.03
2024-05-01,Adwords,18,3,290,1.03
2024-05-01,Adwords,19,5,290,1.72
2024-05-01,Adwords,20,9,290,3.1
2024-05-01,Adwords,21,2,290,0.69
2024-05-01,Adwords,22,4,290,1.38
2024-05-01,Adwords,23,6,290,2.07
2024-05-01,Adwords,24,11,290,3.79
2024-05-01,Email,0,449,449,100.0
2024-05-01,Email,1,8,449,1.78
2024-05-01,Email,2,10,449,2.23
2024-05-01,Email,3,4,449,0.89
2024-05-01,Email,4,9,449,2.0
2024-05-01,Email,5,5,449,1.11
2024-05-01,Email,6,8,449,1.78
2024-05-01,Email,7,13,449,2.9
2024-05-01,Email,8,9,449,2.0
2024-05-01,Email,9,6,449,1.34
2024-05-01,Email,10,9,449,2.0
2024-05-01,Email,11,4,449,0.89
2024-05-01,Email,12,5,449,1.11
2024-05-01,Email,13,8,449,1.78
2024-05-01,Email,14,13,449,2.9
2024-05-01,Email,15,9,449,2.0
2024-05-01,Email,16,10,449,2.23
2024-05-01,Email,17,13,449,2.9
2024-05-01,Email,18,9,449,2.0
2024-05-01,Email,19,11,449,2.45
2024-05-01,Email,20,8,449,1.78
2024-05-01,Email,21,9,449,2.0
2024-05-01,Email,22,6,449,1.34
2024-05-01,Email,23,6,449,1.34
2024-05-01,Email,24,16,449,3.56
2024-05-01,Facebook,0,112,112,100.0
2024-05-01,Facebook,1,2,112,1.79
2024-05-01,Facebook,2,1,112,0.89
2024-05-01,Facebook,3,1,112,0.89
2024-05-01,Facebook,4,2,112,1.79
2024-05-01,Facebook,5,2,112,1.79
2024-05-01,Facebook,6,2,112,1.79
2024-05-01,Facebook,8,2,112,1.79
2024-05-01,Facebook,9,4,112,3.57
2024-05-01,Facebook,10,1,112,0.89
2024-05-01,Facebook,11,1,112,0.89
2024-05-01,Facebook,12,3,112,2.68
2024-05-01,Facebook,13,2,112,1.79
2024-05-01,Facebook,14,3,112,2.68
2024-05-01,Facebook,15,1,112,0.89
2024-05-01,Facebook,16,3,112,2.68
2024-05-01,Facebook,17,3,112,2.68
2024-05-01,Facebook,18,3,112,2.68
2024-05-01,Facebook,19,2,112,1.79
2024-05-01,Facebook,20,1,112,0.89
2024-05-01,Facebook,21,1,112,0.89
2024-05-01,Facebook,22,3,112,2.68
2024-05-01,Facebook,23,1,112,0.89
2024-05-01,Facebook,24,3,112,2.68
2024-05-01,Organic,0,42,42,100.0
2024-05-01,Organic,3,2,42,4.76
2024-05-01,Organic,4,1,42,2.38
2024-05-01,Organic,6,1,42,2.38
2024-05-01,Organic,8,1,42,2.38
2024-05-01,Organic,9,3,42,7.14
2024-05-01,Organic,10,1,42,2.38
2024-05-01,Organic,12,1,42,2.38
2024-05-01,Organic,13,1,42,2.38
2024-05-01,Organic,14,2,42,4.76
2024-05-01,Organic,17,1,42,2.38
2024-05-01,Organic,18,2,42,4.76
2024-05-01,Organic,19,1,42,2.38
2024-05-01,Organic,23,2,42,4.76
2024-05-01,YouTube,0,94,94,100.0
2024-05-01,YouTube,1,1,94,1.06
2024-05-01,YouTube,2,3,94,3.19
2024-05-01,YouTube,3,4,94,4.26
2024-05-01,YouTube,4,1,94,1.06
2024-05-01,YouTube,5,4,94,4.26
2024-05-01,YouTube,6,3,94,3.19
2024-05-01,YouTube,7,1,94,1.06
2024-05-01,YouTube,8,1,94,1.06
2024-05-01,YouTube,9,2,94,2.13
2024-05-01,YouTube,10,2,94,2.13
2024-05-01,YouTube,11,3,94,3.19
2024-05-01,YouTube,12,4,94,4.26
2024-05-01,YouTube,13,2,94,2.13
2024-05-01,YouTube,16,1,94,1.06
2024-05-01,YouTube,17,1,94,1.06
2024-05-01,YouTube,18,2,94,2.13
2024-05-01,YouTube,19,1,94,1.06
2024-05-01,YouTube,20,2,94,2.13
2024-05-01,YouTube,21,2,94,2.13
2024-05-01,YouTube,22,1,94,1.06
2024-05-01,YouTube,24,1,94,1.06
2024-06-01,Adwords,0,305,305,100.0
2024-06-01,Adwords,1,6,305,1.97
2024-06-01,Adwords,2,6,305,1.97
2024-06-01,Adwords,3,8,305,2.62
2024-06-01,Adwords,4,5,305,1.64
2024-06-01,Adwords,5,7,305,2.3
2024-06-01,Adwords,6,10,305,3.28
2024-06-01,Adwords,7,7,305,2.3
2024-06-01,Adwords,8,7,305,2.3
2024-06-01,Adwords,9,9,305,2.95
2024-06-01,Adwords,10,8,305,2.62
2024-06-01,Adwords,11,3,305,0.98
2024-06-01,Adwords,12,3,305,0.98
2024-06-01,Adwords,13,4,305,1.31
2024-06-01,Adwords,14,2,305,0.66
2024-06-01,Adwords,15,3,305,0.98
2024-06-01,Adwords,16,6,305,1.97
2024-06-01,Adwords,17,10,305,3.28
2024-06-01,Adwords,18,7,305,2.3
2024-06-01,Adwords,19,10,305,3.28
2024-06-01,Adwords,20,5,305,1.64
2024-06-01,Adwords,21,5,305,1.64
2024-06-01,Adwords,22,3,305,0.98
2024-06-01,Adwords,23,2,305,0.66
2024-06-01,Email,0,445,445,100.0
2024-06-01,Email,1,7,445,1.57
2024-06-01,Email,2,5,445,1.12
2024-06-01,Email,3,4,445,0.9
2024-06-01,Email,4,9,445,2.02
2024-06-01,Email,5,8,445,1.8
2024-06-01,Email,6,8,445,1.8
2024-06-01,Email,7,7,445,1.57
2024-06-01,Email,8,9,445,2.02
2024-06-01,Email,9,4,445,0.9
2024-06-01,Email,10,11,445,2.47
2024-06-01,Email,11,3,445,0.67
2024-06-01,Email,12,6,445,1.35
2024-06-01,Email,13,4,445,0.9
2024-06-01,Email,14,7,445,1.57
2024-06-01,Email,15,5,445,1.12
2024-06-01,Email,16,13,445,2.92
2024-06-01,Email,17,3,445,0.67
2024-06-01,Email,18,10,445,2.25
2024-06-01,Email,19,10,445,2.25
2024-06-01,Email,20,6,445,1.35
2024-06-01,Email,21,6,445,1.35
2024-06-01,Email,22,7,445,1.57
2024-06-01,Email,23,9,445,2.02
2024-06-01,Facebook,0,100,100,100.0
2024-06-01,Facebook,1,2,100,2.0
2024-06-01,Facebook,2,2,100,2.0
2024-06-01,Facebook,3,2,100,2.0
2024-06-01,Facebook,4,2,100,2.0
2024-06-01,Facebook,5,1,100,1.0
2024-06-01,Facebook,6,3,100,3.0
2024-06-01,Facebook,7,1,100,1.0
2024-06-01,Facebook,8,1,100,1.0
2024-06-01,Facebook,10,2,100,2.0
2024-06-01,Facebook,11,1,100,1.0
2024-06-01,Facebook,12,1,100,1.0
2024-06-01,Facebook,13,4,100,4.0
2024-06-01,Facebook,14,5,100,5.0
2024-06-01,Facebook,15,1,100,1.0
2024-06-01,Facebook,18,3,100,3.0
2024-06-01,Facebook,19,2,100,2.0
2024-06-01,Facebook,21,4,100,4.0
2024-06-01,Facebook,22,1,100,1.0
2024-06-01,Organic,0,43,43,100.0
2024-06-01,Organic,1,2,43,4.65
2024-06-01,Organic,2,1,43,2.33
2024-06-01,Organic,3,1,43,2.33
2024-06-01,Organic,4,1,43,2.33
2024-06-01,Organic,7,1,43,2.33
2024-06-01,Organic,10,1,43,2.33
2024-06-01,Organic,11,2,43,4.65
2024-06-01,Organic,13,3,43,6.98
2024-06-01,Organic,14,1,43,2.33
2024-06-01,Organic,19,1,43,2.33
2024-06-01,Organic,21,1,43,2.33
2024-06-01,Organic,23,1,43,2.33
2024-06-01,YouTube,0,101,101,100.0
2024-06-01,YouTube,1,1,101,0.99
2024-06-01,YouTube,2,1,101,0.99
2024-06-01,YouTube,3,1,101,0.99
2024-06-01,YouTube,4,2,101,1.98
2024-06-01,YouTube,5,1,101,0.99
2024-06-01,YouTube,7,1,101,0.99
2024-06-01,YouTube,8,2,101,1.98
2024-06-01,YouTube,9,3,101,2.97
2024-06-01,YouTube,11,1,101,0.99
2024-06-01,YouTube,14,6,101,5.94
2024-06-01,YouTube,15,3,101,2.97
2024-06-01,YouTube,16,2,101,1.98
2024-06-01,YouTube,17,3,101,2.97
2024-06-01,YouTube,18,1,101,0.99
2024-06-01,YouTube,19,1,101,0.99
2024-06-01,YouTube,20,2,101,1.98
2024-06-01,YouTube,21,2,101,1.98
2024-06-01,YouTube,22,1,101,0.99
2024-06-01,YouTube,23,3,101,2.97
2024-07-01,Adwords,0,319,319,100.0
2024-07-01,Adwords,1,9,319,2.82
2024-07-01,Adwords,2,3,319,0.94
2024-07-01,Adwords,3,6,319,1.88
2024-07-01,Adwords,4,8,319,2.51
2024-07-01,Adwords,5,6,319,1.88
2024-07-01,Adwords,6,1,319,0.31
2024-07-01,Adwords,7,7,319,2.19
2024-07-01,Adwords,8,4,319,1.25
2024-07-01,Adwords,9,10,319,3.13
2024-07-01,Adwords,10,5,319,1.57
2024-07-01,Adwords,11,8,319,2.51
2024-07-01,Adwords,12,4,319,1.25
2024-07-01,Adwords,13,3,319,0.94
2024-07-01,Adwords,14,4,319,1.25
2024-07-01,Adwords,15,6,319,1.88
2024-07-01,Adwords,16,5,319,1.57
2024-07-01,Adwords,17,7,319,2.19
2024-07-01,Adwords,18,3,319,0.94
2024-07-01,Adwords,19,5,319,1.57
2024-07-01,Adwords,20,11,319,3.45
2024-07-01,Adwords,21,11,319,3.45
2024-07-01,Adwords,22,9,319,2.82
2024-07-01,Email,0,465,465,100.0
2024-07-01,Email,1,6,465,1.29
2024-07-01,Email,2,9,465,1.94
2024-07-01,Email,3,8,465,1.72
2024-07-01,Email,4,5,465,1.08
2024-07-01,Email,5,3,465,0.65
2024-07-01,Email,6,4,465,0.86
2024-07-01,Email,7,7,465,1.51
2024-07-01,Email,8,7,465,1.51
2024-07-01,Email,9,9,465,1.94
2024-07-01,Email,10,11,465,2.37
2024-07-01,Email,11,10,465,2.15
2024-07-01,Email,12,9,465,1.94
2024-07-01,Email,13,12,465,2.58
2024-07-01,Email,14,8,465,1.72
2024-07-01,Email,15,5,465,1.08
2024-07-01,Email,16,7,465,1.51
2024-07-01,Email,17,6,465,1.29
2024-07-01,Email,18,6,465,1.29
2024-07-01,Email,19,10,465,2.15
2024-07-01,Email,20,7,465,1.51
2024-07-01,Email,21,8,465,1.72
2024-07-01,Email,22,9,465,1.94
2024-07-01,Facebook,0,97,97,100.0
2024-07-01,Facebook,1,1,97,1.03
2024-07-01,Facebook,2,4,97,4.12
2024-07-01,Facebook,3,3,97,3.09
2024-07-01,Facebook,4,2,97,2.06
2024-07-01,Facebook,6,1,97,1.03
2024-07-01,Facebook,7,4,97,4.12
2024-07-01,Facebook,9,2,97,2.06
2024-07-01,Facebook,11,1,97,1.03
2024-07-01,Facebook,12,1,97,1.03
2024-07-01,Facebook,13,2,97,2.06
2024-07-01,Facebook,14,1,97,1.03
2024-07-01,Facebook,15,3,97,3.09
2024-07-01,Facebook,17,3,97,3.09
2024-07-01,Facebook,18,1,97,1.03
2024-07-01,Facebook,19,2,97,2.06
2024-07-01,Facebook,20,2,97,2.06
2024-07-01,Facebook,22,2,97,2.06
2024-07-01,Organic,0,54,54,100.0
2024-07-01,Organic,2,1,54,1.85
2024-07-01,Organic,4,3,54,5.56
2024-07-01,Organic,7,1,54,1.85
2024-07-01,Organic,8,3,54,5.56
2024-07-01,Organic,9,1,54,1.85
2024-07-01,Organic,10,1,54,1.85
2024-07-01,Organic,12,1,54,1.85
2024-07-01,Organic,13,1,54,1.85
2024-07-01,Organic,14,2,54,3.7
2024-07-01,Organic,15,2,54,3.7
2024-07-01,Organic,17,2,54,3.7
2024-07-01,Organic,19,2,54,3.7
2024-07-01,Organic,20,1,54,1.85
2024-07-01,YouTube,0,88,88,100.0
2024-07-01,YouTube,1,3,88,3.41
2024-07-01,YouTube,2,1,88,1.14
2024-07-01,YouTube,3,1,88,1.14
2024-07-01,YouTube,4,1,88,1.14
2024-07-01,YouTube,5,2,88,2.27
2024-07-01,YouTube,6,1,88,1.14
2024-07-01,YouTube,7,2,88,2.27
2024-07-01,YouTube,8,1,88,1.14
2024-07-01,YouTube,9,1,88,1.14
2024-07-01,YouTube,10,1,88,1.14
2024-07-01,YouTube,11,2,88,2.27
2024-07-01,YouTube,12,1,88,1.14
2024-07-01,YouTube,13,1,88,1.14
2024-07-01,YouTube,15,2,88,2.27
2024-07-01,YouTube,16,1,88,1.14
2024-07-01,YouTube,17,1,88,1.14
2024-07-01,YouTube,18,4,88,4.55
2024-07-01,YouTube,19,2,88,2.27
2024-07-01,YouTube,20,3,88,3.41
2024-07-01,YouTube,21,3,88,3.41
2024-07-01,YouTube,22,2,88,2.27
2024-08-01,Adwords,0,298,298,100.0
2024-08-01,Adwords,1,5,298,1.68
2024-08-01,Adwords,2,8,298,2.68
2024-08-01,Adwords,3,3,298,1.01
2024-08-01,Adwords,4,8,298,2.68
2024-08-01,Adwords,5,4,298,1.34
2024-08-01,Adwords,6,3,298,1.01
2024-08-01,Adwords,7,7,298,2.35
2024-08-01,Adwords,8,6,298,2.01
2024-08-01,Adwords,9,6,298,2.01
2024-08-01,Adwords,10,4,298,1.34
2024-08-01,Adwords,11,6,298,2.01
2024-08-01,Adwords,12,3,298,1.01
2024-08-01,Adwords,13,5,298,1.68
2024-08-01,Adwords,14,8,298,2.68
2024-08-01,Adwords,15,3,298,1.01
2024-08-01,Adwords,16,5,298,1.68
2024-08-01,Adwords,17,4,298,1.34
2024-08-01,Adwords,18,4,298,1.34
2024-08-01,Adwords,19,4,298,1.34
2024-08-01,Adwords,20,5,298,1.68
2024-08-01,Adwords,21,6,298,2.01
2024-08-01,Email,0,492,492,100.0
2024-08-01,Email,1,7,492,1.42
2024-08-01,Email,2,11,492,2.24
2024-08-01,Email,3,8,492,1.63
2024-08-01,Email,4,13,492,2.64
2024-08-01,Email,5,7,492,1.42
2024-08-01,Email,6,11,492,2.24
2024-08-01,Email,7,8,492,1.63
2024-08-01,Email,8,8,492,1.63
2024-08-01,Email,9,12,492,2.44
2024-08-01,Email,10,11,492,2.24
2024-08-01,Email,11,8,492,1.63
2024-08-01,Email,12,10,492,2.03
2024-08-01,Email,13,6,492,1.22
2024-08-01,Email,14,7,492,1.42
2024-08-01,Email,15,7,492,1.42
2024-08-01,Email,16,10,492,2.03
2024-08-01,Email,17,9,492,1.83
2024-08-01,Email,18,7,492,1.42
2024-08-01,Email,19,5,492,1.02
2024-08-01,Email,20,9,492,1.83
2024-08-01,Email,21,8,492,1.63
2024-08-01,Facebook,0,98,98,100.0
2024-08-01,Facebook,1,1,98,1.02
2024-08-01,Facebook,2,3,98,3.06
2024-08-01,Facebook,4,1,98,1.02
2024-08-01,Facebook,5,2,98,2.04
2024-08-01,Facebook,6,2,98,2.04
2024-08-01,Facebook,7,1,98,1.02
2024-08-01,Facebook,9,1,98,1.02
2024-08-01,Facebook,10,3,98,3.06
2024-08-01,Facebook,11,4,98,4.08
2024-08-01,Facebook,12,1,98,1.02
2024-08-01,Facebook,13,1,98,1.02
2024-08-01,Facebook,15,1,98,1.02
2024-08-01,Facebook,18,3,98,3.06
2024-08-01,Facebook,20,2,98,2.04
2024-08-01,Facebook,21,2,98,2.04
2024-08-01,Organic,0,68,68,100.0
2024-08-01,Organic,2,3,68,4.41
2024-08-01,Organic,3,3,68,4.41
2024-08-01,Organic,5,3,68,4.41
2024-08-01,Organic,8,1,68,1.47
2024-08-01,Organic,10,3,68,4.41
2024-08-01,Organic,11,1,68,1.47
2024-08-01,Organic,13,3,68,4.41
2024-08-01,Organic,14,1,68,1.47
2024-08-01,Organic,15,1,68,1.47
2024-08-01,Organic,17,3,68,4.41
2024-08-01,Organic,19,4,68,5.88
2024-08-01,Organic,20,1,68,1.47
2024-08-01,YouTube,0,93,93,100.0
2024-08-01,YouTube,1,2,93,2.15
2024-08-01,YouTube,2,1,93,1.08
2024-08-01,YouTube,5,2,93,2.15
2024-08-01,YouTube,6,1,93,1.08
2024-08-01,YouTube,7,2,93,2.15
2024-08-01,YouTube,8,1,93,1.08
2024-08-01,YouTube,9,2,93,2.15
2024-08-01,YouTube,10,3,93,3.23
2024-08-01,YouTube,11,3,93,3.23
2024-08-01,YouTube,12,1,93,1.08
2024-08-01,YouTube,13,2,93,2.15
2024-08-01,YouTube,14,1,93,1.08
2024-08-01,YouTube,15,1,93,1.08
2024-08-01,YouTube,16,2,93,2.15
2024-08-01,YouTube,17,1,93,1.08
2024-08-01,YouTube,19,1,93,1.08
2024-08-01,YouTube,20,1,93,1.08
2024-08-01,YouTube,21,1,93,1.08
2024-09-01,Adwords,0,275,275,100.0
2024-09-01,Adwords,1,5,275,1.82
2024-09-01,Adwords,2,6,275,2.18
2024-09-01,Adwords,3,5,275,1.82
2024-09-01,Adwords,4,9,275,3.27
2024-09-01,Adwords,5,8,275,2.91
2024-09-01,Adwords,6,4,275,1.45
2024-09-01,Adwords,7,8,275,2.91
2024-09-01,Adwords,8,6,275,2.18
2024-09-01,Adwords,9,8,275,2.91
2024-09-01,Adwords,10,8,275,2.91
2024-09-01,Adwords,11,6,275,2.18
2024-09-01,Adwords,12,8,275,2.91
2024-09-01,Adwords,13,10,275,3.64
2024-09-01,Adwords,14,3,275,1.09
2024-09-01,Adwords,15,7,275,2.55
2024-09-01,Adwords,16,8,275,2.91
2024-09-01,Adwords,17,3,275,1.09
2024-09-01,Adwords,18,4,275,1.45
2024-09-01,Adwords,19,7,275,2.55
2024-09-01,Adwords,20,5,275,1.82
2024-09-01,Email,0,502,502,100.0
2024-09-01,Email,1,12,502,2.39
2024-09-01,Email,2,15,502,2.99
2024-09-01,Email,3,6,502,1.2
2024-09-01,Email,4,12,502,2.39
2024-09-01,Email,5,15,502,2.99
2024-09-01,Email,6,8,502,1.59
2024-09-01,Email,7,5,502,1.0
2024-09-01,Email,8,14,502,2.79
2024-09-01,Email,9,8,502,1.59
2024-09-01,Email,10,7,502,1.39
2024-09-01,Email,11,11,502,2.19
2024-09-01,Email,12,7,502,1.39
2024-09-01,Email,13,7,502,1.39
2024-09-01,Email,14,10,502,1.99
2024-09-01,Email,15,14,502,2.79
2024-09-01,Email,16,5,502,1.0
2024-09-01,Email,17,8,502,1.59
2024-09-01,Email,18,5,502,1.0
2024-09-01,Email,19,15,502,2.99
2024-09-01,Email,20,10,502,1.99
2024-09-01,Facebook,0,95,95,100.0
2024-09-01,Facebook,1,1,95,1.05
2024-09-01,Facebook,3,3,95,3.16
2024-09-01,Facebook,5,2,95,2.11
2024-09-01,Facebook,6,2,95,2.11
2024-09-01,Facebook,8,2,95,2.11
2024-09-01,Facebook,10,1,95,1.05
2024-09-01,Facebook,11,4,95,4.21
2024-09-01,Facebook,12,2,95,2.11
2024-09-01,Facebook,13,1,95,1.05
2024-09-01,Facebook,14,2,95,2.11
2024-09-01,Facebook,15,1,95,1.05
2024-09-01,Facebook,16,3,95,3.16
2024-09-01,Facebook,17,1,95,1.05
2024-09-01,Facebook,18,3,95,3.16
2024-09-01,Facebook,19,2,95,2.11
2024-09-01,Facebook,20,4,95,4.21
2024-09-01,Organic,0,67,67,100.0
2024-09-01,Organic,1,1,67,1.49
2024-09-01,Organic,2,1,67,1.49
2024-09-01,Organic,4,1,67,1.49
2024-09-01,Organic,5,4,67,5.97
2024-09-01,Organic,8,1,67,1.49
2024-09-01,Organic,10,2,67,2.99
2024-09-01,Organic,11,3,67,4.48
2024-09-01,Organic,12,1,67,1.49
2024-09-01,Organic,13,1,67,1.49
2024-09-01,Organic,14,1,67,1.49
2024-09-01,Organic,16,1,67,1.49
2024-09-01,Organic,17,1,67,1.49
2024-09-01,Organic,18,1,67,1.49
2024-09-01,Organic,19,1,67,1.49
2024-09-01,Organic,20,1,67,1.49
2024-09-01,YouTube,0,109,109,100.0
2024-09-01,YouTube,1,2,109,1.83
2024-09-01,YouTube,2,1,109,0.92
2024-09-01,YouTube,3,1,109,0.92
2024-09-01,YouTube,4,4,109,3.67
2024-09-01,YouTube,5,3,109,2.75
2024-09-01,YouTube,6,2,109,1.83
2024-09-01,YouTube,7,1,109,0.92
2024-09-01,YouTube,8,1,109,0.92
2024-09-01,YouTube,9,1,109,0.92
2024-09-01,YouTube,10,3,109,2.75
2024-09-01,YouTube,11,5,109,4.59
2024-09-01,YouTube,12,6,109,5.5
2024-09-01,YouTube,13,1,109,0.92
2024-09-01,YouTube,14,4,109,3.67
2024-09-01,YouTube,16,3,109,2.75
2024-09-01,YouTube,17,1,109,0.92
2024-09-01,YouTube,18,4,109,3.67
2024-09-01,YouTube,20,1,109,0.92
2024-10-01,Adwords,0,355,355,100.0
2024-10-01,Adwords,1,9,355,2.54
2024-10-01,Adwords,2,7,355,1.97
2024-10-01,Adwords,3,5,355,1.41
2024-10-01,Adwords,4,8,355,2.25
2024-10-01,Adwords,5,4,355,1.13
2024-10-01,Adwords,6,2,355,0.56
2024-10-01,Adwords,7,8,355,2.25
2024-10-01,Adwords,8,3,355,0.85
